Date,NJ Municipality,Number of Cases
april-5-2020,hi-nella,1
april-5-2020,lawnside,4
april-5-2020,lindenwold,17
april-5-2020,magnolia,4
april-5-2020,merchantville,2
april-5-2020,oaklyn,3
april-5-2020,pennsauken township,45
april-5-2020,pine hill,13
april-5-2020,runnemede,3
april-5-2020,somerdale,6
april-5-2020,stratford,3
april-5-2020,voorhees township,31
april-5-2020,waterford township,7
april-5-2020,winslow township,62
april-5-2020,woodlynne,4
april-5-2020,avalon,6
april-5-2020,cape may,3
april-5-2020,dennis township,4
april-5-2020,lower township,24
april-5-2020,middle township,10
april-5-2020,north wildwood,3
april-5-2020,ocean township,8
april-5-2020,sea isle city,1
april-5-2020,upper township,5
april-5-2020,west cape may,1
april-5-2020,west wildwood,1
april-5-2020,wildwood,4
april-5-2020,wildwood crest,4
april-5-2020,bridgeton,8
april-5-2020,commercial township,2
april-5-2020,deerfield township,1
april-5-2020,fairfield township,37
april-5-2020,hopewell,2
april-5-2020,lawrence township,1
april-5-2020,maurice river township,1
april-5-2020,millville,8
april-5-2020,vineland,26
april-5-2020,upper deerfield township,1
april-5-2020,belleville,263
april-5-2020,bloomfield,242
april-5-2020,caldwell,38
april-5-2020,cedar grove,67
april-5-2020,east orange,412
april-5-2020,essex fells,13
april-5-2020,glen ridge,19
april-5-2020,irvington,330
april-5-2020,livingston,178
april-5-2020,maplewood,72
april-5-2020,millburn,63
april-5-2020,montclair,164
april-5-2020,newark,1303
april-5-2020,north caldwell,19
april-5-2020,nutley,172
april-5-2020,city of orange,209
april-5-2020,roseland,31
april-5-2020,south orange village,38
april-5-2020,verona,46
april-5-2020,west caldwell,49
april-5-2020,west orange,278
april-5-2020,clayton,2
april-5-2020,deptford township,31
april-5-2020,east greenwich township,10
april-5-2020,franklin,4
april-5-2020,greenwich township,19
april-5-2020,glassboro,15
april-5-2020,harrison,62
april-5-2020,logan township,5
april-5-2020,mantua township,11
april-5-2020,monroe township,132
april-5-2020,national park,1
april-5-2020,paulsboro,5
april-5-2020,pitman,3
april-5-2020,swedesboro,1
april-5-2020,wenonah,1
april-5-2020,west deptford township,12
april-5-2020,westville,3
april-5-2020,woodbury,8
april-5-2020,woodbury heights,3
april-5-2020,woolwich township,15
april-5-2020,bayonne,220
april-5-2020,east newark,6
april-5-2020,guttenberg,40
april-5-2020,hoboken,184
april-5-2020,kearny,144
april-5-2020,north bergen,553
april-5-2020,secaucus,148
april-5-2020,union township,3
april-5-2020,west new york,77
april-5-2020,alexandria township,2
april-5-2020,bethlehem township,4
april-5-2020,bloomsbury,1
april-5-2020,califon,2
april-5-2020,clinton township,1
april-5-2020,delaware township,4
april-5-2020,east amwell township,4
april-5-2020,flemington,6
april-5-2020,frenchtown,2
april-5-2020,glen gardner,1
april-5-2020,hampton,7
april-5-2020,high bridge,5
april-5-2020,holland township,5
april-5-2020,kingwood township,2
april-5-2020,lambertville,9
april-5-2020,lebanon,2
april-5-2020,lebanon township,4
april-5-2020,raritan township,29
april-5-2020,readington township,14
april-5-2020,tewksbury township,4
april-5-2020,west amwell township,3
april-5-2020,carteret,83
april-5-2020,cranbury,7
april-5-2020,dunellen,14
april-5-2020,east brunswick,117
april-5-2020,edison,150
april-5-2020,helmetta,7
april-5-2020,highland park,30
april-5-2020,jamesburg,21
april-5-2020,metuchen,16
april-5-2020,middlesex,33
april-5-2020,milltown,7
april-5-2020,new brunswick,103
april-5-2020,north brunswick,98
april-5-2020,old bridge township,173
april-5-2020,perth amboy,183
april-5-2020,piscataway,100
april-5-2020,plainsboro township,42
april-5-2020,sayreville,101
april-5-2020,south amboy,28
april-5-2020,south brunswick,47
april-5-2020,south plainfield,69
april-5-2020,south river,29
april-5-2020,spotswood,12
april-5-2020,woodbridge township,305
april-5-2020,aberdeen township,47
april-5-2020,allentown,1
april-5-2020,asbury park,29
april-5-2020,atlantic highlands,8
april-5-2020,avon-by-the-sea,3
april-5-2020,belmar,4
april-5-2020,bradley beach,8
april-5-2020,brielle,10
april-5-2020,colts neck township,25
april-5-2020,deal,9
april-5-2020,eatontown,49
april-5-2020,englishtown,9
april-5-2020,fair haven,14
april-5-2020,farmingdale,8
april-5-2020,freehold township,122
april-5-2020,hazlet,68
april-5-2020,highlands,6
april-5-2020,holmdel township,59
april-5-2020,howell township,143
april-5-2020,keansburg,37
april-5-2020,keyport,12
april-5-2020,lake como,4
april-5-2020,little silver,17
april-5-2020,loch arbour,1
april-5-2020,long branch,73
april-5-2020,manalapan township,152
april-5-2020,manasquan,15
april-5-2020,marlboro township,126
april-5-2020,matawan,35
april-5-2020,middletown township,156
april-5-2020,millstone,2
april-5-2020,monmouth beach,7
april-5-2020,neptune township,80
april-5-2020,oceanport,19
april-5-2020,red bank,34
april-5-2020,rumson,19
april-5-2020,sea bright,3
april-5-2020,sea girt,7
april-5-2020,shrewsbury,16
april-5-2020,shrewsbury township,3
april-5-2020,spring lake,5
april-5-2020,spring lake heights,8
april-5-2020,tinton falls,31
april-5-2020,union beach,2
april-5-2020,upper freehold township,15
april-5-2020,wall township,66
april-5-2020,west long branch,20
april-5-2020,boonton,18
april-5-2020,boonton township,13
april-5-2020,butler,21
april-5-2020,chatham township,20
april-5-2020,chester township,6
april-5-2020,denville township,33
april-5-2020,dover,99
april-5-2020,east hanover township,50
april-5-2020,florham park,45
april-5-2020,hanover township,40
april-5-2020,harding township,13
april-5-2020,jefferson township,34
april-5-2020,kinnelon,18
april-5-2020,lincoln park,40
april-5-2020,long hill township,10
april-5-2020,madison,32
april-5-2020,mendham township,19
april-5-2020,mine hill township,7
april-5-2020,montville,61
april-5-2020,morris plains,16
april-5-2020,morris township,66
april-5-2020,morristown,94
april-5-2020,mount arlington,5
april-5-2020,mount olive township,44
april-5-2020,mountain lakes,8
april-5-2020,netcong,7
april-5-2020,parsippany-troy hills,127
april-5-2020,pequannock township,30
april-5-2020,randolph,65
april-5-2020,riverdale,9
april-5-2020,rockaway,18
april-5-2020,rockaway township,53
april-5-2020,roxbury township,45
april-5-2020,victory gardens,7
april-5-2020,wharton,33
april-5-2020,barnegat township,56
april-5-2020,barnegat light,2
april-5-2020,bay head,2
april-5-2020,beach haven,4
april-5-2020,beachwood,23
april-5-2020,berkeley township,135
april-5-2020,brick township,218
april-5-2020,island heights,2
april-5-2020,jackson township,178
april-5-2020,lacey township,56
april-5-2020,lakehurst,4
april-5-2020,lakewood township,690
april-5-2020,lavallette,5
april-5-2020,little egg harbor township,20
april-5-2020,long beach township,6
april-5-2020,manchester township,107
april-5-2020,plumsted township,9
april-5-2020,point pleasant beach,8
april-5-2020,point pleasant,59
april-5-2020,seaside heights,10
april-5-2020,seaside park,3
april-5-2020,ship bottom,5
april-5-2020,south toms river,22
april-5-2020,surf city,2
april-5-2020,stafford township,49
april-5-2020,toms river,336
april-5-2020,tuckerton,2
april-5-2020,bloomingdale,20
april-5-2020,clifton,301
april-5-2020,haledon,35
april-5-2020,hawthorne,58
april-5-2020,little falls,24
april-5-2020,north haledon,18
april-5-2020,passaic,244
april-5-2020,paterson,238
april-5-2020,pompton lakes,34
april-5-2020,prospect park,13
april-5-2020,ringwood,23
april-5-2020,totowa,18
april-5-2020,wanaque,48
april-5-2020,wayne,194
april-5-2020,west milford,50
april-5-2020,woodland park,36
april-5-2020,alloway township,3
april-5-2020,carneys point township,1
april-5-2020,elmer,1
april-5-2020,quinton township,1
april-5-2020,oldmans township,1
april-5-2020,penns grove,6
april-5-2020,pennsville township,5
april-5-2020,pilesgrove township,1
april-5-2020,salem,2
april-5-2020,woodstown,3
april-5-2020,bedminster,16
april-5-2020,bernards township,57
april-5-2020,bernardsville,22
april-5-2020,bound brook,31
april-5-2020,branchburg,32
april-5-2020,bridgewater township,86
april-5-2020,far hills,2
april-5-2020,green brook township,31
april-5-2020,hillsborough township,70
april-5-2020,manville,31
april-5-2020,montgomery,27
april-5-2020,north plainfield,68
april-5-2020,peapack and gladstone,14
april-5-2020,raritan,15
april-5-2020,rocky hill,2
april-5-2020,somerville,27
april-5-2020,south bound brook,13
april-5-2020,warren township,30
april-5-2020,watchung,26
april-5-2020,andover,1
april-5-2020,andover township,16
april-5-2020,branchville,3
april-5-2020,byram township,12
april-5-2020,frankford township,8
april-5-2020,fredon township,4
april-5-2020,green township,3
april-5-2020,hamburg,5
april-5-2020,hardyston township,12
april-5-2020,hopatcong,25
april-5-2020,lafayette township,1
april-5-2020,montague township,2
april-5-2020,newton,29
april-5-2020,ogdensburg,3
april-5-2020,sandyston township,2
april-5-2020,sparta township,37
april-5-2020,stanhope,7
april-5-2020,sussex,4
april-5-2020,vernon township,25
april-5-2020,wantage township,16
april-5-2020,berkeley heights,41
april-5-2020,clark,33
april-5-2020,cranford,72
april-5-2020,elizabeth,526
april-5-2020,kenilworth,18
april-5-2020,linden,168
april-5-2020,mountainside,9
april-5-2020,new providence,21
april-5-2020,plainfield,108
april-5-2020,rahway,70
april-5-2020,roselle,38
april-5-2020,scotch plains,34
april-5-2020,summit,40
april-5-2020,westfield,74
april-5-2020,allamuchy township,9
april-5-2020,alpha,2
april-5-2020,belvidere,4
april-5-2020,blairstown,3
april-5-2020,frelinghuysen township,2
april-5-2020,hackettstown,14
april-5-2020,hardwick township,3
april-5-2020,harmony township,6
april-5-2020,hope township,7
april-5-2020,independence township,5
april-5-2020,knowlton township,5
april-5-2020,liberty township,3
april-5-2020,lopatcong township,20
april-5-2020,phillipsburg,35
april-5-2020,pohatcong township,6
april-5-2020,washington,9
april-5-2020,white township,16
april-6-2020,allendale,21
april-6-2020,alpine,11
april-6-2020,bergenfield,252
april-6-2020,bogota,65
april-6-2020,carlstadt,28
april-6-2020,cliffside park,125
april-6-2020,closter,25
april-6-2020,cresskill,33
april-6-2020,demarest,19
april-6-2020,dumont,91
april-6-2020,east rutherford,39
april-6-2020,edgewater,52
april-6-2020,elmwood park,121
april-6-2020,emerson,29
april-6-2020,englewood,229
april-6-2020,englewood cliffs,15
april-6-2020,fair lawn,191
april-6-2020,fairview,72
april-6-2020,fort lee,132
april-6-2020,franklin lakes,55
april-6-2020,garfield,149
april-6-2020,glen rock,47
april-6-2020,hackensack,304
april-6-2020,harrington park,6
april-6-2020,hasbrouck heights,61
april-6-2020,haworth,10
april-6-2020,hillsdale,41
april-6-2020,ho-ho-kus,19
april-6-2020,leonia,39
april-6-2020,little ferry,55
april-6-2020,lodi,152
april-6-2020,lyndhurst,87
april-6-2020,mahwah,79
april-6-2020,maywood,40
april-6-2020,midland park,31
april-6-2020,montvale,34
april-6-2020,moonachie,23
april-6-2020,new milford,126
april-6-2020,north arlington,53
april-6-2020,northvale,16
april-6-2020,norwood,25
april-6-2020,oakland,58
april-6-2020,old tappan,34
april-6-2020,oradell,48
april-6-2020,palisades park,63
april-6-2020,paramus,148
april-6-2020,park ridge,36
april-6-2020,ramsey,50
april-6-2020,ridgefield,49
april-6-2020,ridgefield park,73
april-6-2020,ridgewood,104
april-6-2020,river edge,59
april-6-2020,river vale,24
april-6-2020,rochelle park,32
april-6-2020,rockleigh,2
april-6-2020,rutherford,49
april-6-2020,saddle brook,79
april-6-2020,saddle river,17
april-6-2020,south hackensack,22
april-6-2020,teaneck,421
april-6-2020,tenafly,50
april-6-2020,teterboro,1
april-6-2020,upper saddle river,32
april-6-2020,waldwick,45
april-6-2020,wallington,35
april-6-2020,washington township,5
april-6-2020,westwood,46
april-6-2020,wood-ridge,27
april-6-2020,woodcliff lake,41
april-6-2020,wyckoff,74
april-6-2020,beverly,5
april-6-2020,bordentown,6
april-6-2020,bordentown township,20
april-6-2020,burlington,9
april-6-2020,burlington township,41
april-6-2020,chesterfield township,4
april-6-2020,cinnaminson township,9
april-6-2020,delanco township,7
april-6-2020,delran township,21
april-6-2020,eastampton township,9
april-6-2020,edgewater park,7
april-6-2020,evesham township,46
april-6-2020,florence township,8
april-6-2020,hainesport township,8
april-6-2020,lumberton township,13
april-6-2020,mansfield township,11
april-6-2020,maple shade township,16
april-6-2020,medford,17
april-6-2020,medford lakes,2
april-6-2020,moorestown,46
april-6-2020,mount holly,16
april-6-2020,mount laurel,47
april-6-2020,new hanover township,1
april-6-2020,north hanover township,2
april-6-2020,palmyra,5
april-6-2020,pemberton,1
april-6-2020,pemberton township,35
april-6-2020,riverside township,9
april-6-2020,riverton,10
april-6-2020,shamong township,5
april-6-2020,southampton township,4
april-6-2020,springfield township,42
april-6-2020,tabernacle township,6
april-6-2020,westampton township,15
april-6-2020,willingboro township,91
april-6-2020,wrightstown,4
april-6-2020,audubon,7
april-6-2020,barrington,7
april-6-2020,bellmawr,7
april-6-2020,berlin,4
april-6-2020,berlin township,1
april-6-2020,brooklawn,3
april-6-2020,camden,64
april-6-2020,cherry hill,113
april-6-2020,chesilhurst,2
april-6-2020,clementon,1
april-6-2020,collingswood,8
april-6-2020,gloucester township,72
april-6-2020,haddonfield,15
april-6-2020,haddon heights,5
april-6-2020,haddon township,14
april-6-2020,hi-nella,1
april-6-2020,lawnside,5
april-6-2020,lindenwold,20
april-6-2020,magnolia,5
april-6-2020,merchantville,4
april-6-2020,oaklyn,3
april-6-2020,pennsauken township,53
april-6-2020,pine hill,13
april-6-2020,runnemede,6
april-6-2020,somerdale,7
april-6-2020,stratford,3
april-6-2020,voorhees township,35
april-6-2020,waterford township,8
april-6-2020,winslow township,64
april-6-2020,woodlynne,5
april-6-2020,avalon,6
april-6-2020,cape may,3
april-6-2020,dennis township,4
april-6-2020,lower township,24
april-6-2020,middle township,10
april-6-2020,north wildwood,3
april-6-2020,ocean township,9
april-6-2020,sea isle city,1
april-6-2020,upper township,5
april-6-2020,west cape may,1
april-6-2020,west wildwood,1
april-6-2020,wildwood,4
april-6-2020,wildwood crest,4
april-6-2020,bridgeton,10
april-6-2020,commercial township,3
april-6-2020,deerfield township,1
april-6-2020,fairfield township,38
april-6-2020,hopewell,2
april-6-2020,lawrence township,1
april-6-2020,maurice river township,1
april-6-2020,millville,8
april-6-2020,vineland,31
april-6-2020,upper deerfield township,1
april-6-2020,belleville,294
april-6-2020,bloomfield,265
april-6-2020,caldwell,38
april-6-2020,cedar grove,75
april-6-2020,east orange,448
april-6-2020,essex fells,14
april-6-2020,glen ridge,22
april-6-2020,irvington,368
april-6-2020,livingston,191
april-6-2020,maplewood,86
april-6-2020,millburn,70
april-6-2020,montclair,173
april-6-2020,newark,1458
april-6-2020,north caldwell,23
april-6-2020,nutley,191
april-6-2020,city of orange,223
april-6-2020,roseland,36
april-6-2020,south orange village,40
april-6-2020,verona,46
april-6-2020,west caldwell,58
april-6-2020,west orange,309
april-6-2020,clayton,2
april-6-2020,deptford township,31
april-6-2020,east greenwich township,10
april-6-2020,franklin,4
april-6-2020,greenwich township,21
april-6-2020,glassboro,15
april-6-2020,harrison,76
april-6-2020,logan township,5
april-6-2020,mantua township,11
april-6-2020,monroe township,134
april-6-2020,national park,1
april-6-2020,paulsboro,5
april-6-2020,pitman,3
april-6-2020,swedesboro,1
april-6-2020,wenonah,1
april-6-2020,west deptford township,12
april-6-2020,westville,3
april-6-2020,woodbury,8
april-6-2020,woodbury heights,3
april-6-2020,woolwich township,15
april-6-2020,bayonne,281
april-6-2020,east newark,12
april-6-2020,guttenberg,40
april-6-2020,hoboken,199
april-6-2020,kearny,144
april-6-2020,north bergen,631
april-6-2020,secaucus,164
april-6-2020,union township,15
april-6-2020,west new york,77
april-6-2020,alexandria township,2
april-6-2020,bethlehem township,8
april-6-2020,bloomsbury,1
april-6-2020,califon,2
april-6-2020,clinton township,2
april-6-2020,delaware township,4
april-6-2020,east amwell township,4
april-6-2020,flemington,8
april-6-2020,frenchtown,2
april-6-2020,glen gardner,1
april-6-2020,hampton,7
april-6-2020,high bridge,6
april-6-2020,holland township,9
april-6-2020,kingwood township,2
april-6-2020,lambertville,9
april-6-2020,lebanon,2
april-6-2020,lebanon township,8
april-6-2020,raritan township,39
april-6-2020,readington township,23
april-6-2020,tewksbury township,7
april-6-2020,west amwell township,4
april-6-2020,carteret,92
april-6-2020,cranbury,7
april-6-2020,dunellen,15
april-6-2020,east brunswick,118
april-6-2020,edison,160
april-6-2020,helmetta,7
april-6-2020,highland park,31
april-6-2020,jamesburg,21
april-6-2020,metuchen,16
april-6-2020,middlesex,33
april-6-2020,milltown,7
april-6-2020,new brunswick,105
april-6-2020,north brunswick,99
april-6-2020,old bridge township,183
april-6-2020,perth amboy,190
april-6-2020,piscataway,104
april-6-2020,plainsboro township,43
april-6-2020,sayreville,104
april-6-2020,south amboy,28
april-6-2020,south brunswick,50
april-6-2020,south plainfield,70
april-6-2020,south river,29
april-6-2020,spotswood,13
april-6-2020,woodbridge township,355
april-6-2020,aberdeen township,65
april-6-2020,allenhurst,1
april-6-2020,allentown,1
april-6-2020,asbury park,41
april-6-2020,atlantic highlands,10
april-6-2020,avon-by-the-sea,5
april-6-2020,belmar,5
april-6-2020,bradley beach,10
april-6-2020,brielle,12
april-6-2020,colts neck township,31
april-6-2020,deal,19
april-6-2020,eatontown,67
april-6-2020,englishtown,9
april-6-2020,fair haven,14
april-6-2020,farmingdale,7
april-6-2020,freehold township,166
april-6-2020,hazlet,91
april-6-2020,highlands,8
april-6-2020,holmdel township,78
april-6-2020,howell township,205
april-6-2020,keansburg,35
april-6-2020,keyport,21
april-6-2020,lake como,4
april-6-2020,little silver,19
april-6-2020,loch arbour,1
april-6-2020,long branch,104
april-6-2020,manalapan township,210
april-6-2020,manasquan,18
april-6-2020,marlboro township,193
april-6-2020,matawan,47
april-6-2020,middletown township,217
april-6-2020,millstone,2
april-6-2020,monmouth beach,10
april-6-2020,neptune township,116
april-6-2020,oceanport,26
april-6-2020,red bank,42
april-6-2020,roosevelt,2
april-6-2020,rumson,21
april-6-2020,sea bright,5
april-6-2020,sea girt,8
april-6-2020,shrewsbury,19
april-6-2020,shrewsbury township,3
april-6-2020,spring lake,6
april-6-2020,spring lake heights,9
april-6-2020,tinton falls,39
april-6-2020,union beach,14
april-6-2020,upper freehold township,20
april-6-2020,wall township,84
april-6-2020,west long branch,24
april-6-2020,boonton,18
april-6-2020,boonton township,13
april-6-2020,butler,21
april-6-2020,chatham township,20
april-6-2020,chester township,6
april-6-2020,denville township,33
april-6-2020,dover,99
april-6-2020,east hanover township,50
april-6-2020,florham park,45
april-6-2020,hanover township,40
april-6-2020,harding township,13
april-6-2020,jefferson township,34
april-6-2020,kinnelon,18
april-6-2020,lincoln park,40
april-6-2020,long hill township,10
april-6-2020,madison,32
april-6-2020,mendham township,19
april-6-2020,mine hill township,7
april-6-2020,montville,61
april-6-2020,morris plains,16
april-6-2020,morris township,66
april-6-2020,morristown,94
april-6-2020,mount arlington,5
april-6-2020,mount olive township,44
april-6-2020,mountain lakes,8
april-6-2020,netcong,7
april-6-2020,parsippany-troy hills,127
april-6-2020,pequannock township,30
april-6-2020,randolph,65
april-6-2020,riverdale,9
april-6-2020,rockaway,18
april-6-2020,rockaway township,53
april-6-2020,roxbury township,45
april-6-2020,victory gardens,7
april-6-2020,wharton,33
april-6-2020,barnegat township,58
april-6-2020,barnegat light,2
april-6-2020,bay head,2
april-6-2020,beach haven,4
april-6-2020,beachwood,29
april-6-2020,berkeley township,141
april-6-2020,brick township,251
april-6-2020,island heights,2
april-6-2020,jackson township,198
april-6-2020,lacey township,58
april-6-2020,lakehurst,4
april-6-2020,lakewood township,756
april-6-2020,lavallette,5
april-6-2020,little egg harbor township,20
april-6-2020,long beach township,6
april-6-2020,manchester township,115
april-6-2020,ocean gate,1
april-6-2020,plumsted township,12
april-6-2020,point pleasant beach,9
april-6-2020,point pleasant,60
april-6-2020,seaside heights,11
april-6-2020,seaside park,3
april-6-2020,ship bottom,5
april-6-2020,south toms river,25
april-6-2020,surf city,2
april-6-2020,stafford township,61
april-6-2020,toms river,364
april-6-2020,tuckerton,2
april-6-2020,bloomingdale,20
april-6-2020,clifton,301
april-6-2020,haledon,35
april-6-2020,hawthorne,58
april-6-2020,little falls,24
april-6-2020,north haledon,18
april-6-2020,passaic,244
april-6-2020,paterson,238
april-6-2020,pompton lakes,34
april-6-2020,prospect park,13
april-6-2020,ringwood,23
april-6-2020,totowa,18
april-6-2020,wanaque,48
april-6-2020,wayne,194
april-6-2020,west milford,50
april-6-2020,woodland park,36
april-6-2020,alloway township,3
april-6-2020,carneys point township,1
april-6-2020,elmer,1
april-6-2020,quinton township,1
april-6-2020,oldmans township,1
april-6-2020,penns grove,6
april-6-2020,pennsville township,5
april-6-2020,pilesgrove township,1
april-6-2020,salem,2
april-6-2020,woodstown,3
april-6-2020,bedminster,16
april-6-2020,bernards township,57
april-6-2020,bernardsville,22
april-6-2020,bound brook,31
april-6-2020,branchburg,32
april-6-2020,bridgewater township,86
april-6-2020,far hills,2
april-6-2020,green brook township,31
april-6-2020,hillsborough township,70
april-6-2020,manville,31
april-6-2020,montgomery,27
april-6-2020,north plainfield,68
april-6-2020,peapack and gladstone,14
april-6-2020,raritan,15
april-6-2020,rocky hill,2
april-6-2020,somerville,27
april-6-2020,south bound brook,13
april-6-2020,warren township,30
april-6-2020,watchung,26
april-6-2020,andover,1
april-6-2020,andover township,16
april-6-2020,branchville,3
april-6-2020,byram township,12
april-6-2020,frankford township,8
april-6-2020,fredon township,4
april-6-2020,green township,3
april-6-2020,hamburg,5
april-6-2020,hardyston township,12
april-6-2020,hopatcong,25
april-6-2020,lafayette township,1
april-6-2020,montague township,2
april-6-2020,newton,29
april-6-2020,ogdensburg,3
april-6-2020,sandyston township,2
april-6-2020,sparta township,37
april-6-2020,stanhope,7
april-6-2020,sussex,4
april-6-2020,vernon township,25
april-6-2020,wantage township,16
april-6-2020,berkeley heights,41
april-6-2020,clark,33
april-6-2020,cranford,72
april-6-2020,elizabeth,526
april-6-2020,kenilworth,18
april-6-2020,linden,168
april-6-2020,mountainside,9
april-6-2020,new providence,21
april-6-2020,plainfield,108
april-6-2020,rahway,70
april-6-2020,roselle,38
april-6-2020,scotch plains,34
april-6-2020,summit,40
april-6-2020,westfield,74
april-6-2020,allamuchy township,9
april-6-2020,alpha,2
april-6-2020,belvidere,4
april-6-2020,blairstown,3
april-6-2020,frelinghuysen township,2
april-6-2020,hackettstown,15
april-6-2020,hardwick township,3
april-6-2020,harmony township,6
april-6-2020,hope township,7
april-6-2020,independence township,6
april-6-2020,knowlton township,6
april-6-2020,liberty township,4
april-6-2020,lopatcong township,23
april-6-2020,phillipsburg,39
april-6-2020,pohatcong township,7
april-6-2020,washington,9
april-6-2020,white township,19
april-7-2020,allendale,27
april-7-2020,alpine,15
april-7-2020,bergenfield,357
april-7-2020,bogota,85
april-7-2020,carlstadt,41
april-7-2020,cliffside park,192
april-7-2020,closter,35
april-7-2020,cresskill,43
april-7-2020,demarest,22
april-7-2020,dumont,129
april-7-2020,east rutherford,65
april-7-2020,edgewater,67
april-7-2020,elmwood park,201
april-7-2020,emerson,52
april-7-2020,englewood,350
april-7-2020,englewood cliffs,18
april-7-2020,fair lawn,281
april-7-2020,fairview,120
april-7-2020,fort lee,188
april-7-2020,franklin lakes,73
april-7-2020,garfield,245
april-7-2020,glen rock,55
april-7-2020,hackensack,509
april-7-2020,harrington park,12
april-7-2020,hasbrouck heights,90
april-7-2020,haworth,15
april-7-2020,hillsdale,64
april-7-2020,ho-ho-kus,23
april-7-2020,leonia,52
april-7-2020,little ferry,87
april-7-2020,lodi,244
april-7-2020,lyndhurst,145
april-7-2020,mahwah,127
april-7-2020,maywood,64
april-7-2020,midland park,44
april-7-2020,montvale,47
april-7-2020,moonachie,36
april-7-2020,new milford,179
april-7-2020,north arlington,85
april-7-2020,northvale,31
april-7-2020,norwood,34
april-7-2020,oakland,94
april-7-2020,old tappan,42
april-7-2020,oradell,86
april-7-2020,palisades park,98
april-7-2020,paramus,271
april-7-2020,park ridge,49
april-7-2020,ramsey,71
april-7-2020,ridgefield,71
april-7-2020,ridgefield park,109
april-7-2020,ridgewood,151
april-7-2020,river edge,74
april-7-2020,river vale,38
april-7-2020,rochelle park,49
april-7-2020,rockleigh,4
april-7-2020,rutherford,82
april-7-2020,saddle brook,116
april-7-2020,saddle river,23
april-7-2020,south hackensack,29
april-7-2020,teaneck,540
april-7-2020,tenafly,74
april-7-2020,teterboro,2
april-7-2020,upper saddle river,38
april-7-2020,waldwick,61
april-7-2020,wallington,55
april-7-2020,washington township,7
april-7-2020,westwood,87
april-7-2020,woodcliff lake,35
april-7-2020,wood-ridge,55
april-7-2020,wyckoff,171
april-7-2020,beverly,7
april-7-2020,bordentown,6
april-7-2020,bordentown township,22
april-7-2020,burlington,14
april-7-2020,burlington township,50
april-7-2020,chesterfield township,5
april-7-2020,cinnaminson township,12
april-7-2020,delanco township,8
april-7-2020,delran township,25
april-7-2020,eastampton township,13
april-7-2020,edgewater park,8
april-7-2020,evesham township,56
april-7-2020,florence township,9
april-7-2020,hainesport township,9
april-7-2020,lumberton township,16
april-7-2020,mansfield township,16
april-7-2020,maple shade township,22
april-7-2020,medford,20
april-7-2020,medford lakes,2
april-7-2020,moorestown,48
april-7-2020,mount holly,18
april-7-2020,mount laurel,57
april-7-2020,new hanover township,1
april-7-2020,north hanover township,2
april-7-2020,palmyra,7
april-7-2020,pemberton,1
april-7-2020,pemberton township,38
april-7-2020,riverside township,9
april-7-2020,riverton,11
april-7-2020,shamong township,6
april-7-2020,southampton township,5
april-7-2020,springfield township,90
april-7-2020,tabernacle township,8
april-7-2020,westampton township,20
april-7-2020,willingboro township,110
april-7-2020,wrightstown,4
april-7-2020,audubon,8
april-7-2020,barrington,8
april-7-2020,bellmawr,11
april-7-2020,berlin,6
april-7-2020,berlin township,1
april-7-2020,brooklawn,3
april-7-2020,camden,79
april-7-2020,cherry hill,133
april-7-2020,chesilhurst,2
april-7-2020,clementon,2
april-7-2020,collingswood,12
april-7-2020,gibbsboro,1
april-7-2020,gloucester township,86
april-7-2020,haddonfield,15
april-7-2020,haddon heights,5
april-7-2020,haddon township,18
april-7-2020,hi-nella,1
april-7-2020,laurel springs,1
april-7-2020,lawnside,5
april-7-2020,lindenwold,26
april-7-2020,magnolia,5
april-7-2020,merchantville,6
april-7-2020,mount ephraim,1
april-7-2020,oaklyn,3
april-7-2020,pennsauken township,66
april-7-2020,pine hill,14
april-7-2020,runnemede,7
april-7-2020,somerdale,10
april-7-2020,stratford,3
april-7-2020,voorhees township,46
april-7-2020,waterford township,9
april-7-2020,winslow township,75
april-7-2020,woodlynne,6
april-7-2020,avalon,6
april-7-2020,cape may,3
april-7-2020,dennis township,5
april-7-2020,lower township,36
april-7-2020,middle township,18
april-7-2020,north wildwood,3
april-7-2020,ocean township,9
april-7-2020,sea isle city,1
april-7-2020,upper township,8
april-7-2020,west cape may,1
april-7-2020,west wildwood,1
april-7-2020,wildwood,6
april-7-2020,wildwood crest,5
april-7-2020,bridgeton,11
april-7-2020,commercial township,3
april-7-2020,deerfield township,1
april-7-2020,fairfield township,40
april-7-2020,hopewell,2
april-7-2020,lawrence township,37
april-7-2020,maurice river township,1
april-7-2020,millville,9
april-7-2020,vineland,31
april-7-2020,upper deerfield township,1
april-7-2020,belleville,330
april-7-2020,bloomfield,304
april-7-2020,caldwell,42
april-7-2020,cedar grove,86
april-7-2020,east orange,504
april-7-2020,essex fells,13
april-7-2020,glen ridge,23
april-7-2020,irvington,409
april-7-2020,livingston,208
april-7-2020,maplewood,99
april-7-2020,millburn,70
april-7-2020,montclair,189
april-7-2020,newark,1698
april-7-2020,north caldwell,26
april-7-2020,nutley,207
april-7-2020,city of orange,249
april-7-2020,roseland,35
april-7-2020,south orange village,43
april-7-2020,verona,47
april-7-2020,west caldwell,73
april-7-2020,west orange,343
april-7-2020,clayton,4
april-7-2020,deptford township,47
april-7-2020,east greenwich township,12
april-7-2020,elk township,1
april-7-2020,franklin,4
